index;link;names_surnames;nickname;date_of_birth;place_of_birth;height;profession;famous_movie;number_of_acts;oscars;star_sign
93;https://www.imdb.com/name/nm0001159?ref_=nmls_hd;Faye Dunaway;Miss Faye;January 14, 1941;Bascom, Florida, USA;1.7;Actress;Network;115;1;Capricorn
92;https://www.imdb.com/name/nm0000201?ref_=nmls_hd;Michelle Pfeiffer;;April 29, 1958;Santa Ana, California, USA;1.7;Actress;What Lies Beneath;67;3;Taurus
91;https://www.imdb.com/name/nm0000668?ref_=nmls_hd;Emma Thompson;;April 15, 1959;Paddington, London, England, UK;1.7;Actress;Sense and Sensibility;91;2;Aries
90;https://www.imdb.com/name/nm0000039?ref_=nmls_hd;Deborah Kerr;The English Rose;September 30, 1921;Hillhead, Glasgow, Scotland, UK;1.6;Actress;The King and I;53;6;Libra
89;https://www.imdb.com/name/nm0000113?ref_=nmls_hd;Sandra Bullock;"The Girl Next Door
                
See more

                »";July 26, 1964;Arlington, Virginia, USA;1.7;Actress;Miss Congeniality;59;1;Leo
88;https://www.imdb.com/name/nm0000204?ref_=nmls_hd;Natalie Portman;Nat;June 9, 1981;Jerusalem, Israel;1.6;Actress;Black Swan;65;1;Gemini
87;https://www.imdb.com/name/nm0880521?ref_=nmls_hd;Liv Ullmann;The Norwegian Angel;December 16, 1938;Tokyo, Japan;1.7;Actress;Viskningar och rop;57;2;Sagittarius
86;https://www.imdb.com/name/nm0000404?ref_=nmls_hd;Jane Fonda;"Hanoi Jane
                
See more

                »";December 21, 1937;New York City, New York, USA;1.7;Actress;Klute;58;2;Sagittarius
85;https://www.imdb.com/name/nm0001401?ref_=nmls_hd;Angelina Jolie;"Ange
                
See more

                »";June 4, 1975;Los Angeles, California, USA;1.6;Actress;Maleficent;61;1;Gemini
84;https://www.imdb.com/name/nm0005093?ref_=nmls_hd;Regina King;Gina;January 15, 1971;Los Angeles, California, USA;1.6;Actress;Ray;54;1;Capricorn
83;https://www.imdb.com/name/nm0000194?ref_=nmls_hd;Julianne Moore;Julie;December 3, 1960;Fayetteville, North Carolina, USA;1.6;Actress;Far from Heaven;103;1;Sagittarius
82;https://www.imdb.com/name/nm0000021?ref_=nmls_hd;Joan Fontaine;;October 22, 1917;Tokyo, Japan;1.6;Actress;Suspicion;70;1;Libra
81;https://www.imdb.com/name/nm0000335?ref_=nmls_hd;Glenn Close;Glennie;March 19, 1947;Greenwich, Connecticut, USA;1.6;Actress;Fatal Attraction;91;7;Pisces
80;https://www.imdb.com/name/nm0000215?ref_=nmls_hd;Susan Sarandon;Sue;October 4, 1946;New York City, New York, USA;1.6;Actress;Thelma & Louise;163;1;Libra
79;https://www.imdb.com/name/nm0001076?ref_=nmls_hd;Joan Crawford;"Cranberry
                
See more

                »";March 23, 1904;San Antonio, Texas, USA;1.6;Actress;What Ever Happened to Baby Jane?;109;1;Aries
78;https://www.imdb.com/name/nm0000081?ref_=nmls_hd;Natalie Wood;"Natasha
                
See more

                »";July 20, 1938;San Francisco, California, USA;1.5;Actress;Rebel Without a Cause;74;3;Cancer
77;https://www.imdb.com/name/nm0000028?ref_=nmls_hd;Rita Hayworth;The Love Goddess;October 17, 1918;Brooklyn, New York City, New York, USA;1.6;Actress;Gilda;66;1;Libra
76;https://www.imdb.com/name/nm0000473?ref_=nmls_hd;Diane Keaton;Annie;January 5, 1946;Los Angeles, California, USA;1.6;Actress;Annie Hall;70;1;Capricorn
75;https://www.imdb.com/name/nm0005132?ref_=nmls_hd;Heath Ledger;Heathy;April 4, 1979;Perth, Western Australia, Australia;1.8;Actor;Brokeback Mountain;23;1;Aries
74;https://www.imdb.com/name/nm0001725?ref_=nmls_hd;Omar Sharif;;April 10, 1932;Alexandria, Egypt;1.8;Actor;Lawrence of Arabia;118;1;Aries
73;https://www.imdb.com/name/nm0000164?ref_=nmls_hd;Anthony Hopkins;Tony;December 31, 1937;Margam, Port Talbot, West Glamorgan, Wales, UK;1.7;Actor;The Silence of the Lambs;139;1;Capricorn
72;https://www.imdb.com/name/nm0000552?ref_=nmls_hd;Eddie Murphy;"Murph
                
See more

                »";April 3, 1961;Brooklyn, New York City, New York, USA;1.7;Actor;The Nutty Professor;71;1;Aries
71;https://www.imdb.com/name/nm0000104?ref_=nmls_hd;Antonio Banderas;The Latin Lover;August 10, 1960;Málaga, Málaga, Andalucía, Spain;1.7;Actor;The Mask of Zorro;110;1;Leo
70;https://www.imdb.com/name/nm0000332?ref_=nmls_hd;Don Cheadle;;November 29, 1964;Kansas City, Missouri, USA;1.7;Actor;Crash;97;1;Sagittarius
69;https://www.imdb.com/name/nm0000245?ref_=nmls_hd;Robin Williams;;July 21, 1951;Chicago, Illinois, USA;1.7;Actor;Mrs. Doubtfire;110;1;Cancer
68;https://www.imdb.com/name/nm0000564?ref_=nmls_hd;Peter O'Toole;;August 2, 1932;Hunslet, Leeds, West Yorkshire, England, UK;1.8;Actor;Lawrence of Arabia;99;8;Leo
66;https://www.imdb.com/name/nm0000056?ref_=nmls_hd;Paul Newman;"PL
                
See more

                »";January 26, 1925;Shaker Heights, Ohio, USA;1.7;Actor;The Hustler;84;1;Aquarius
67;https://www.imdb.com/name/nm0000168?ref_=nmls_hd;Samuel L. Jackson;"King of Cool
                
See more

                »";December 21, 1948;Washington, District of Columbia, USA;1.8;Actor;Pulp Fiction;194;1;Sagittarius
65;https://www.imdb.com/name/nm0000129?ref_=nmls_hd;Tom Cruise;TC;July 3, 1962;Syracuse, New York, USA;1.7;Actor;Top Gun;51;3;Cancer
64;https://www.imdb.com/name/nm0000032?ref_=nmls_hd;Charlton Heston;Chuck;October 4, 1923;Wilmette, Illinois, USA;1.9;Actor;Ben-Hur;126;1;Libra
63;https://www.imdb.com/name/nm0000163?ref_=nmls_hd;Dustin Hoffman;;August 8, 1937;Los Angeles, California, USA;1.6;Actor;Tootsie;84;2;Leo
62;https://www.imdb.com/name/nm0001845?ref_=nmls_hd;Forest Whitaker;;July 15, 1961;Longview, Texas, USA;1.8;Actor;The Last King of Scotland;129;1;Cancer
61;https://www.imdb.com/name/nm0000367?ref_=nmls_hd;Gérard Depardieu;;December 27, 1948;Châteauroux, Indre, France;1.8;Actor;Cyrano de Bergerac;245;1;Capricorn
60;https://www.imdb.com/name/nm0000011?ref_=nmls_hd;Gary Cooper;"The Montana Mule
                
See more

                »";May 7, 1901;Helena, Montana, USA;1.9;Actor;High Noon;118;2;Taurus
59;https://www.imdb.com/name/nm0000148?ref_=nmls_hd;Harrison Ford;Harry;July 13, 1942;Chicago, Illinois, USA;1.8;Actor;The Fugitive;84;1;Cancer
58;https://www.imdb.com/name/nm0482320?ref_=nmls_hd;Mohanlal;"Universal Star/Superstar/Megastar
                
See more

                »";May 21, 1960;Pathanamthitta, Kerala, India;1.7;Actor;Dasharatham;365;7413;Gemini
57;https://www.imdb.com/name/nm0000078?ref_=nmls_hd;John Wayne;"JW
                
See more

                »";May 26, 1907;Winterset, Iowa, USA;1.9;Actor;True Grit;180;1;Gemini
56;https://www.imdb.com/name/nm0001536?ref_=nmls_hd;Toshirô Mifune;"The Shogun
                
See more

                »";April 1, 1920;Tsingtao, China [now Qingdao, Shandong, China];1.7;Actor;Yôjinbô;185;1;Aries
55;https://www.imdb.com/name/nm0000226?ref_=nmls_hd;Will Smith;"Mr. July
                
See more

                »";September 25, 1968;Philadelphia, Pennsylvania, USA;1.8;Actor;The Fresh Prince of Bel-Air;86;2;Libra
54;https://www.imdb.com/name/nm0000015?ref_=nmls_hd;James Dean;"Jimmy Dean
                
See more

                »";February 8, 1931;Marion, Indiana, USA;1.7;Actor;East of Eden;32;2;Aquarius
46;https://www.imdb.com/name/nm0361697?ref_=nmls_hd;Setsuko Hara;The Eternal Virgin;June 17, 1920;Yokohama, Japan;1.6;Actress;Banshun;112;3;Gemini
45;https://www.imdb.com/name/nm0000122?ref_=nmls_hd;Charles Chaplin;"Charlot
                
See more

                »";April 16, 1889;Walworth, London, England, UK;1.6;Actor;The Great Dictator;92;1;Aries
44;https://www.imdb.com/name/nm0000014?ref_=nmls_hd;Olivia de Havilland;Livvie;July 1, 1916;Tokyo, Japan;1.6;Actress;The Heiress;61;2;Cancer
43;https://www.imdb.com/name/nm0001256?ref_=nmls_hd;Greta Garbo;"La Divina
                
See more

                »";September 18, 1905;Stockholm, Stockholms län, Sweden;1.7;Actress;Ninotchka;33;4;Virgo
42;https://www.imdb.com/name/nm0000136?ref_=nmls_hd;Johnny Depp;"Mr. Stench
                
See more

                »";June 9, 1963;Owensboro, Kentucky, USA;1.7;Actor;Sweeney Todd: The Demon Barber of Fleet Street;93;3;Gemini
41;https://www.imdb.com/name/nm0000291?ref_=nmls_hd;Angela Bassett;;August 16, 1958;New York City, New York, USA;1.6;Actress;Strange Days;100;1;Leo
40;https://www.imdb.com/name/nm0000010?ref_=nmls_hd;James Cagney;"The Professional Againster
                
See more

                »";July 17, 1899;New York City, New York, USA;1.6;Actor;Angels with Dirty Faces;69;1;Cancer
39;https://www.imdb.com/name/nm0000545?ref_=nmls_hd;Helen Mirren;Popper;July 26, 1945;Hammersmith, London, England, UK;1.6;Actress;RED;136;1;Leo
38;https://www.imdb.com/name/nm0000038?ref_=nmls_hd;Grace Kelly;"Graciebird
                
See more

                »";November 12, 1929;Philadelphia, Pennsylvania, USA;1.6;Actress;Rear Window;30;1;Scorpio
37;https://www.imdb.com/name/nm0000366?ref_=nmls_hd;Catherine Deneuve;Cath;October 22, 1943;Paris, France;1.6;Actress;8 femmes;138;1;Libra
36;https://www.imdb.com/name/nm0000151?ref_=nmls_hd;Morgan Freeman;;June 1, 1937;Memphis, Tennessee, USA;1.8;Actor;Se7en;132;1;Gemini
35;https://www.imdb.com/name/nm0000020?ref_=nmls_hd;Henry Fonda;"Hank
                
See more

                »";May 16, 1905;Grand Island, Nebraska, USA;1.8;Actor;12 Angry Men;124;1;Taurus
34;https://www.imdb.com/name/nm0000023?ref_=nmls_hd;Judy Garland;"Miss Show Business
                
See more

                »";June 10, 1922;Grand Rapids, Minnesota, USA;1.5;Actress;The Wizard of Oz;40;2;Gemini
33;https://www.imdb.com/name/nm0000149?ref_=nmls_hd;Jodie Foster;Jodie F;November 19, 1962;Los Angeles, California, USA;1.6;Actress;The Silence of the Lambs;81;2;Scorpio
32;https://www.imdb.com/name/nm0000045?ref_=nmls_hd;Bruce Lee;;November 27, 1940;San Francisco, California, USA;1.7;Actor;Meng long guo jiang;32;32;Sagittarius
31;https://www.imdb.com/name/nm0000210?ref_=nmls_hd;Julia Roberts;Jules;October 28, 1967;Smyrna, Georgia, USA;1.7;Actress;Pretty Woman;65;1;Scorpio
30;https://www.imdb.com/name/nm0000932?ref_=nmls_hd;Halle Berry;;August 14, 1966;Cleveland, Ohio, USA;1.6;Actress;Catwoman;57;1;Leo
29;https://www.imdb.com/name/nm0000537?ref_=nmls_hd;Steve McQueen;"McQ
                
See more

                »";March 24, 1930;Beech Grove, Indiana, USA;1.7;Actor;The Great Escape;44;1;Aries
28;https://www.imdb.com/name/nm0000071?ref_=nmls_hd;James Stewart;Jimmy;May 20, 1908;Indiana, Pennsylvania, USA;1.9;Actor;Anatomy of a Murder;102;1;Taurus
27;https://www.imdb.com/name/nm0000059?ref_=nmls_hd;Laurence Olivier;"Larry
                
See more

                »";May 22, 1907;Dorking, Surrey, England, UK;1.7;Actor;Sleuth;85;1;Gemini
26;https://www.imdb.com/name/nm0000054?ref_=nmls_hd;Marilyn Monroe;"MM
                
See more

                »";June 1, 1926;Los Angeles, California, USA;1.6;Actress;Some Like It Hot;33;1;Gemini
25;https://www.imdb.com/name/nm0000046?ref_=nmls_hd;Vivien Leigh;Vivling;November 5, 1913;Darjeeling, Bengal Presidency, British India [now West Bengal, India];1.6;Actress;A Streetcar Named Desire;21;2;Scorpio
24;https://www.imdb.com/name/nm0000026?ref_=nmls_hd;Cary Grant;;January 18, 1904;Horfield, Bristol, England, UK;1.8;Actor;Charade;77;2;Capricorn
23;https://www.imdb.com/name/nm0000047?ref_=nmls_hd;Sophia Loren;The Italian Marilyn Monroe;September 20, 1934;Rome, Lazio, Italy;1.7;Actress;Una giornata particolare;97;1;Virgo
22;https://www.imdb.com/name/nm0205626?ref_=nmls_hd;Viola Davis;;August 11, 1965;Saint Matthews, South Carolina, USA;1.6;Actress;Fences;86;1;Leo
21;https://www.imdb.com/name/nm0451321?ref_=nmls_hd;Shah Rukh Khan;"King Khan
                
See more

                »";November 2, 1965;New Delhi, India;1.6;Actor;Don 2;107;9373;Scorpio
20;https://www.imdb.com/name/nm0000701?ref_=nmls_hd;Kate Winslet;"Corset Kate
                
See more

                »";October 5, 1975;Reading, Berkshire, England, UK;1.6;Actress;Eternal Sunshine of the Spotless Mind;67;1;Libra
19;https://www.imdb.com/name/nm0000075?ref_=nmls_hd;Spencer Tracy;"Spence
                
See more

                »";April 5, 1900;Milwaukee, Wisconsin, USA;1.7;Actor;Guess Who's Coming to Dinner;79;2;Aries
18;https://www.imdb.com/name/nm0000030?ref_=nmls_hd;Audrey Hepburn;Edda van Heemstra;May 4, 1929;Ixelles, Brussels, Belgium;1.7;Actress;Breakfast at Tiffany's;34;1;Taurus
17;https://www.imdb.com/name/nm0000949?ref_=nmls_hd;Cate Blanchett;;May 14, 1969;Melbourne, Victoria, Australia;1.7;Actress;Carol;87;2;Taurus
16;https://www.imdb.com/name/nm0000138?ref_=nmls_hd;Leonardo DiCaprio;"Leo
                
See more

                »";November 11, 1974;Hollywood, Los Angeles, California, USA;1.8;Actor;Inception;58;1;Scorpio
15;https://www.imdb.com/name/nm0000060?ref_=nmls_hd;Gregory Peck;"Greg
                
See more

                »";April 5, 1916;La Jolla [now in San Diego], California, USA;1.9;Actor;To Kill a Mockingbird;58;1;Aries
14;https://www.imdb.com/name/nm0000012?ref_=nmls_hd;Bette Davis;"The Fourth Warner Brother
                
See more

                »";April 5, 1908;Lowell, Massachusetts, USA;1.6;Actress;All About Eve;124;2;Aries
13;https://www.imdb.com/name/nm0000072?ref_=nmls_hd;Elizabeth Taylor;"Kitten
                
See more

                »";February 27, 1932;Hampstead, London, England, UK;1.6;Actress;Who's Afraid of Virginia Woolf?;79;2;Pisces
12;https://www.imdb.com/name/nm0000158?ref_=nmls_hd;Tom Hanks;;July 9, 1956;Concord, California, USA;1.8;Actor;Cast Away;93;2;Cancer
11;https://www.imdb.com/name/nm0000006?ref_=nmls_hd;Ingrid Bergman;;August 29, 1915;Stockholm, Sweden;1.7;Actress;Casablanca;54;3;Virgo
10;https://www.imdb.com/name/nm0000022?ref_=nmls_hd;Clark Gable;"Gabe
                
See more

                »";February 1, 1901;Cadiz, Ohio, USA;1.8;Actor;It Happened One Night;82;1;Aquarius
9;https://www.imdb.com/name/nm0001627?ref_=nmls_hd;Sidney Poitier;;February 20, 1927;Miami, Florida, USA;1.8;Actor;Guess Who's Coming to Dinner;55;1;Pisces
8;https://www.imdb.com/name/nm0000358?ref_=nmls_hd;Daniel Day-Lewis;DDL;April 29, 1957;Greenwich, London, England, UK;1.8;Actor;There Will Be Blood;30;3;Taurus
7;https://www.imdb.com/name/nm0000658?ref_=nmls_hd;Meryl Streep;;June 22, 1949;Summit, New Jersey, USA;1.6;Actress;Out of Africa;93;3;Cancer
6;https://www.imdb.com/name/nm0000007?ref_=nmls_hd;Humphrey Bogart;Bogie;December 25, 1899;New York City, New York, USA;1.7;Actor;Casablanca;84;1;Capricorn
5;https://www.imdb.com/name/nm0000031?ref_=nmls_hd;Katharine Hepburn;"Kate
                
See more

                »";May 12, 1907;Hartford, Connecticut, USA;1.7;Actress;The Lion in Winter;53;4;Taurus
4;https://www.imdb.com/name/nm0000243?ref_=nmls_hd;Denzel Washington;D;December 28, 1954;Mount Vernon, New York, USA;1.8;Actor;Fences;60;2;Capricorn
3;https://www.imdb.com/name/nm0000008?ref_=nmls_hd;Marlon Brando;"Bud
                
See more

                »";April 3, 1924;Omaha, Nebraska, USA;1.7;Actor;Apocalypse Now;47;2;Aries
2;https://www.imdb.com/name/nm0000197?ref_=nmls_hd;Jack Nicholson;"Mulholland Man
                
See more

                »";April 22, 1937;Neptune, New Jersey, USA;1.7;Actor;Chinatown;79;3;Taurus
1;https://www.imdb.com/name/nm0000134?ref_=nmls_hd;Robert De Niro;"Kid Monroe
                
See more

                »";August 17, 1943;New York City, New York, USA;1.7;Actor;Raging Bull;125;2;Leo
